homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
cleanly,in a manner that minimizes dirt and pollution,"Jason had prepared for months for the local robotics competition. His robot, EcoBot, was designed to perform complex obstacle courses. The goal was to maneuver smoothly and efficiently through the course while showcasing innovative technology.","He exited the competition cleanly, impressing both the judges and the organizers.",He left no trace of ever being on the course and won first place as a result.,"[3, 1, 3, 2, 1]",2.0,1.0,"[False, False, False, False, False]",1516,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,"Jason had prepared for months for the local robotics competition. His robot, EcoBot, was designed to perform complex obstacle courses. The goal was to maneuver smoothly and efficiently through the course while showcasing innovative technology.","He exited the competition cleanly, impressing both the judges and the organizers.",,"[5, 4, 4, 5, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",1517,She cut the paper cleanly in half.
cleanly,in a manner that minimizes dirt and pollution,"Jason had prepared for months for the local robotics competition. His robot, EcoBot, was designed to perform complex obstacle courses. The goal was to maneuver smoothly and efficiently through the course while showcasing innovative technology.","He exited the competition cleanly, impressing both the judges and the organizers.",,"[2, 1, 2, 2, 1]",1.6,0.5477225575051661,"[False, False, False, False, False]",1518,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.","With such precision, there was not any waste of material.","[4, 5, 5, 4, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",1681,She cut the paper cleanly in half.
cleanly,in a manner that minimizes dirt and pollution,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.","With such precision, there was not any waste of material.","[3, 3, 2, 2, 1]",2.2,0.8366600265340756,"[False, False, False, False, False]",1682,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.","She was relieved, as any sullying of the material would have meant starting again from scratch, which would have been an expensive mistake to make.","[5, 4, 5, 4, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",1683,She cut the paper cleanly in half.
cleanly,in a manner that minimizes dirt and pollution,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.","She was relieved, as any sullying of the material would have meant starting again from scratch, which would have been an expensive mistake to make.","[1, 1, 4, 2, 5]",2.6,1.816590212458495,"[False, False, False, False, False]",1684,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.",,"[5, 5, 4, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",1685,She cut the paper cleanly in half.
cleanly,in a manner that minimizes dirt and pollution,"Linda had always been meticulous with her work. Today, she faced her biggest challenge yet: a delicate fabric that required precision. The scissors in her hand felt like an extension of herself. ","She sliced through the fabric cleanly, leaving no mess behind.",,"[1, 4, 1, 2, 5]",2.6,1.816590212458495,"[False, False, False, False, False]",1686,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,The group arrived at the park just before noon with a few picnic baskets. They spread out a large blanket on the grass and set up a small table. Everyone was excited to enjoy the day and have a meal together.,They tried to share and serve the food as cleanly as possible.,Everyone was given the exact same portions.,"[3, 3, 5, 5, 3]",3.8,1.0954451150103321,"[False, False, False, False, False]",2353,She cut the paper cleanly in half.
cleanly,in a manner that minimizes dirt and pollution,The group arrived at the park just before noon with a few picnic baskets. They spread out a large blanket on the grass and set up a small table. Everyone was excited to enjoy the day and have a meal together.,They tried to share and serve the food as cleanly as possible.,Everyone was given the exact same portions.,"[4, 5, 5, 3, 5]",4.4,0.8944271909999159,"[False, False, False, False, False]",2354,The engine runs cleanly and efficiently.
cleanly,in an adroit manner,The group arrived at the park just before noon with a few picnic baskets. They spread out a large blanket on the grass and set up a small table. Everyone was excited to enjoy the day and have a meal together.,They tried to share and serve the food as cleanly as possible.,Having paper plates definitely helped everyone at the end of the picnic.,"[3, 3, 2, 4, 1]",2.6,1.140175425099138,"[False, False, False, False, False]",2355,She cut the paper cleanly in half.
